	WORD	CEFR	CLUE
3168	encore	a2	['used as an intensive especially to indicate something unexpected', 'to a greater degree or extent; used with comparisons', 'despite anything to the contrary (usually following a concession)', 'up to the present time', 'used in negative statement to describe a situation that has existed up to this point or up to the present time', 'in addition or furthermore', 'with reference to action or condition; without change, interruption, or cessation', 'anew', 'within an indefinite time or at an unspecified future time', 'without moving or making a sound', 'make motionless', 'free from noticeable current', 'not in physical motion', 'used of pictures; of a single or static photograph not presented so as to create the illusion of motion; or representing objects not capable of motion', 'lessen the intensity of or calm', 'marked by absence of sound', 'not sparkling', 'an apparatus used for the distillation of liquids; consists of a vessel in which a substance is vaporized by heat and a condenser where the vapor is condensed', 'a static photograph (especially one taken from a movie and used for advertising purposes)', '(poetic) tranquil silence']
3169	encourager	c1	['make complex or intricate or complicated', 'force or impel in an indicated direction', 'spur on', 'provide the needed stimulus for', 'inspire with confidence; give hope or courage to', 'carry out or participate in an activity; be involved in', 'assist or encourage, usually in some wrongdoing', 'promote the growth of', 'contribute to the progress or growth of', 'be on the mind of']
3170	encourir	b1	['take out insurance for', 'make oneself subject to; bring upon oneself; become liable to']
3171	encre	b2	"['mark, coat, cover, or stain with ink', ""append one's signature to"", 'dark protective fluid ejected into the water by cuttlefish and other cephalopods', 'a liquid used for printing or writing or drawing']"
3172	encyclopédie	c1	['a reference work (often in several volumes) containing articles on various topics (often arranged in alphabetical order) dealing with the entire range of human knowledge or with some particular specialty']
3173	encyclopédique	c1	['broad in scope or content']
3174	endosser	a2	['serve as a means for expressing something', 'bear or be able to bear the weight, pressure,or responsibility of', 'carry a burden, either real or metaphoric', 'move while holding up or supporting']
3175	endroit	b2	['take a place in a competition; often followed by an ordinal', 'to arrange for', 'sing a note with the correct pitch', 'the act of putting something in a certain place', 'finish second or better in a horse or dog race', 'assign a location to', 'place somebody in a particular situation or location', 'assign to (a job or a home)', 'identify the location or place of', 'an abstract mental location', 'the passage that is being read', 'any area set aside for a particular purpose', 'the precise location of something; a spatially limited location', 'a general vicinity', 'a point located with respect to surface features of some region', 'a particular situation', 'proper or appropriate position or location']
3176	endurance	c1	['riding for long hours over long distances', 'the power to withstand hardship or stress', 'enduring strength and energy', 'a state of surviving; remaining alive']
3177	endurer	b1	['feel pain or be in pain', 'undergo (as of injuries and illnesses)', 'get worse', 'be set at a disadvantage', 'put up with something or somebody unpleasant', 'experience (emotional) pain', 'undergo or be subjected to', 'undergo or suffer', 'be given to']
3178	enfance	b1	"['a member of a clan or tribe', 'the state of a child between infancy and adolescence', 'the earliest state of immaturity', 'the early stage of growth or development', ""the time of person's life when they are a child""]"
3179	enfant	a2	['tell false information to for fun', 'be silly or tease one another', 'a very young mammal', 'young goat', 'a very young child (birth to 1 year) who has not yet begun to walk or talk', 'a person engaged to care for children when the parents are not home', 'a child: son or daughter', 'a young person of either sex', 'a human offspring (son or daughter) of any age', 'an immature childish person', 'a member of a clan or tribe', 'the immediate descendants of a person', 'English dramatist (1558-1594)', 'soft smooth leather from the hide of a young goat']
3180	enfer	c1	['noisy and unrestrained mischief', 'violent and excited activity', '(religion) the world of the dead; -Theognis', 'a cause of difficulty and suffering', 'any place of pain and turmoil']
3181	enfermer	a2	['confine in or as if in a coop', 'place in a place where something cannot be removed or someone cannot escape', 'secure by locking', 'advance or converge on']
3182	enfiler	b2	['put on with ease or speed', 'thread on or as if on a string']
3183	enfin	b2	"['as the end result of a succession or process', 'the item at the end', ""if nothing else (`leastwise' is informal and `leastways' is colloquial)""]"
3184	enflammer	b2	['arouse or excite feelings and passions', 'cause to start burning; subject to fire or great heat', 'set fire to; cause to start burning', 'cause to start burning']
3185	enfoncer	b2	['fix or set securely or deeply', 'embed deeply', 'insert (a nail or screw below the surface, as into a countersink)', 'descend into or as if into some soft substance or place', 'a dense crowd of people']
3186	enfourcher	b2	['get up on the back of']
3187	engagement	c1	['the official act of consigning a person to confinement (as in a prison or mental hospital)', 'the act of binding yourself (intellectually or emotionally) to a course of action', 'an engagement by contract involving financial obligation', 'the trait of sincere and steadfast fixity of purpose', 'a message that makes a pledge', 'someone accepted for membership but not yet fully admitted to the group', 'a personal relation in which one is indebted for a service or favor']
